customer_id,event_date,metric_name,quantity,unit
CUST-172,2024-03-03,active_users,501.84,users
CUST-420,2024-03-29,api_requests,5923.1,requests
CUST-280,2024-03-08,active_users,122.93,users
CUST-363,2024-03-27,api_requests,70527.75,requests
CUST-208,2024-03-05,api_requests,49912.94,requests
CUST-003,2024-03-08,active_users,163.55,users
CUST-459,2024-03-27,workflow_executions,190.9,executions
CUST-073,2024-03-17,storage_used_gb,145.92,GB
CUST-408,2024-03-05,workflow_executions,3584.59,executions
CUST-181,2024-03-10,workflow_executions,356.39,executions
CUST-274,2024-03-18,active_users,189.47,users
CUST-114,2024-03-07,api_requests,38884.02,requests
CUST-150,2024-03-19,active_users,138.57,users
CUST-239,2024-03-08,active_users,267.36,users
CUST-202,2024-03-05,active_users,80.28,users
CUST-426,2024-03-04,active_users,171.99,users
CUST-469,2024-03-30,storage_used_gb,1433.45,GB
CUST-478,2024-03-11,active_users,374.14,users
CUST-161,2024-03-07,active_users,612.51,users
CUST-452,2024-03-08,api_requests,29166.96,requests
CUST-337,2024-03-27,storage_used_gb,6.54,GB
CUST-101,2024-03-08,storage_used_gb,156.97,GB
CUST-391,2024-03-26,api_requests,35200.98,requests
CUST-385,2024-03-07,active_users,1558.35,users
CUST-372,2024-03-26,storage_used_gb,955.48,GB
CUST-500,2024-03-23,storage_used_gb,775.67,GB
CUST-027,2024-03-28,workflow_executions,746.78,executions
CUST-187,2024-03-10,storage_used_gb,310.53,GB
CUST-297,2024-03-18,api_requests,57462.18,requests
CUST-115,2024-03-19,workflow_executions,6296.13,executions
CUST-227,2024-03-14,workflow_executions,1945.07,executions
CUST-018,2024-03-24,workflow_executions,608.1,executions
CUST-167,2024-03-10,api_requests,41809.75,requests
CUST-267,2024-03-21,active_users,574.01,users
CUST-174,2024-03-26,storage_used_gb,630.71,GB
CUST-208,2024-03-30,workflow_executions,368.31,executions
CUST-364,2024-03-26,storage_used_gb,227.22,GB
CUST-304,2024-03-07,workflow_executions,171.17,executions
CUST-149,2024-03-26,api_requests,13817.8,requests
CUST-415,2024-03-20,active_users,164.11,users
CUST-433,2024-03-12,storage_used_gb,342.2,GB
CUST-433,2024-03-26,api_requests,45053.98,requests
CUST-455,2024-03-03,storage_used_gb,94.56,GB
CUST-401,2024-03-16,api_requests,97023.72,requests
CUST-174,2024-03-16,api_requests,116369.27,requests
CUST-308,2024-03-18,workflow_executions,1951.02,executions
CUST-224,2024-03-06,api_requests,42819.38,requests
CUST-203,2024-03-20,workflow_executions,318.1,executions
CUST-342,2024-03-28,active_users,203.05,users
CUST-438,2024-03-05,active_users,115.92,users
CUST-304,2024-03-31,workflow_executions,327.26,executions
CUST-220,2024-03-15,active_users,243.75,users
CUST-287,2024-03-29,storage_used_gb,272.57,GB
CUST-395,2024-03-12,api_requests,104279.45,requests
CUST-145,2024-03-02,workflow_executions,1561.48,executions
CUST-050,2024-03-19,active_users,85.33,users
CUST-069,2024-03-16,active_users,450.27,users
CUST-427,2024-03-14,workflow_executions,429.99,executions
CUST-120,2024-03-17,active_users,925.88,users
CUST-158,2024-03-27,workflow_executions,766.36,executions
CUST-101,2024-03-11,api_requests,3486.06,requests
CUST-124,2024-03-15,active_users,28.16,users
CUST-230,2024-03-26,workflow_executions,1220.55,executions
CUST-317,2024-03-17,workflow_executions,414.34,executions
CUST-299,2024-03-07,storage_used_gb,246.59,GB
CUST-415,2024-03-25,workflow_executions,593.84,executions
CUST-477,2024-03-19,active_users,196.68,users
CUST-426,2024-03-06,api_requests,7331.27,requests
CUST-117,2024-03-17,storage_used_gb,226.98,GB
CUST-283,2024-03-07,api_requests,48646.18,requests
CUST-065,2024-03-24,active_users,3.5,users
CUST-402,2024-03-11,api_requests,8424.21,requests
CUST-100,2024-03-10,api_requests,7546.87,requests
CUST-372,2024-03-29,active_users,45.33,users
CUST-360,2024-03-04,active_users,5.42,users
CUST-143,2024-03-26,storage_used_gb,18.23,GB
CUST-308,2024-03-27,api_requests,23767.2,requests
CUST-291,2024-03-09,storage_used_gb,448.95,GB
CUST-336,2024-03-28,storage_used_gb,183.73,GB
CUST-070,2024-03-14,active_users,689.96,users
CUST-224,2024-03-05,workflow_executions,1556.73,executions
CUST-161,2024-03-26,api_requests,186171.72,requests
CUST-402,2024-03-12,storage_used_gb,373.94,GB
CUST-307,2024-03-12,api_requests,7556.18,requests
CUST-204,2024-03-22,workflow_executions,985.51,executions
CUST-500,2024-03-24,api_requests,46134.5,requests
CUST-327,2024-03-22,api_requests,14158.53,requests
CUST-361,2024-03-25,api_requests,16543.26,requests
CUST-412,2024-03-25,workflow_executions,2571.6,executions
CUST-242,2024-03-31,storage_used_gb,191.71,GB
CUST-191,2024-03-04,api_requests,3075.32,requests
CUST-045,2024-03-27,workflow_executions,1361.06,executions
CUST-416,2024-03-02,workflow_executions,1230.07,executions
CUST-397,2024-03-19,api_requests,20839.59,requests
CUST-355,2024-03-05,workflow_executions,979.7,executions
CUST-417,2024-03-15,api_requests,21243.78,requests
CUST-294,2024-03-20,storage_used_gb,249.63,GB
CUST-187,2024-03-14,api_requests,48724.88,requests
CUST-363,2024-03-16,active_users,143.8,users
CUST-344,2024-03-31,storage_used_gb,1860.86,GB
CUST-191,2024-03-04,api_requests,17802.08,requests
CUST-221,2024-03-22,active_users,201.53,users
CUST-320,2024-03-30,active_users,127.68,users
CUST-447,2024-03-12,api_requests,44566.83,requests
CUST-372,2024-03-26,api_requests,89923.42,requests
CUST-004,2024-03-22,storage_used_gb,243.02,GB
CUST-268,2024-03-05,api_requests,12774.53,requests
CUST-441,2024-03-30,workflow_executions,14.11,executions
CUST-124,2024-03-12,api_requests,9989.98,requests
CUST-293,2024-03-04,active_users,661.18,users
CUST-023,2024-03-30,workflow_executions,145.11,executions
CUST-337,2024-03-07,workflow_executions,1422.15,executions
CUST-335,2024-03-01,active_users,268.25,users
CUST-218,2024-03-03,active_users,374.37,users
CUST-363,2024-03-28,api_requests,61205.4,requests
CUST-099,2024-03-14,workflow_executions,50.55,executions
CUST-022,2024-03-22,workflow_executions,487.79,executions
CUST-492,2024-03-17,active_users,1879.57,users
CUST-217,2024-03-17,storage_used_gb,229.48,GB
CUST-458,2024-03-21,api_requests,32103.31,requests
CUST-026,2024-03-13,api_requests,16234.93,requests
CUST-182,2024-03-14,workflow_executions,191.96,executions
CUST-499,2024-03-18,active_users,228.05,users
CUST-330,2024-03-30,active_users,215.91,users
CUST-329,2024-03-30,api_requests,145296.43,requests
CUST-250,2024-03-06,active_users,843.34,users
CUST-034,2024-03-03,storage_used_gb,202.46,GB
CUST-450,2024-03-07,api_requests,34042.08,requests
CUST-170,2024-03-17,active_users,1702.08,users
CUST-494,2024-03-15,storage_used_gb,567.69,GB
CUST-059,2024-03-09,api_requests,12584.0,requests
CUST-021,2024-03-01,active_users,47.62,users
CUST-194,2024-03-03,storage_used_gb,161.33,GB
CUST-065,2024-03-05,api_requests,17777.82,requests
CUST-382,2024-03-31,active_users,5.47,users
CUST-052,2024-03-20,active_users,91.84,users
CUST-074,2024-03-21,workflow_executions,243.66,executions
CUST-059,2024-03-17,workflow_executions,1582.45,executions
CUST-142,2024-03-16,workflow_executions,212.14,executions
CUST-162,2024-03-26,storage_used_gb,762.59,GB
CUST-190,2024-03-31,storage_used_gb,634.56,GB
CUST-005,2024-03-01,storage_used_gb,128.22,GB
CUST-452,2024-03-02,storage_used_gb,923.45,GB
CUST-478,2024-03-24,api_requests,15090.79,requests
