customer_id,event_date,metric_name,quantity,unit
CUST-244,2024-01-28,active_users,177.79,users
CUST-497,2024-01-06,api_calls,3754.15,calls
CUST-331,2024-01-23,storage_used_gb,951.68,GB
CUST-424,2024-01-22,api_calls,38910.05,calls
CUST-004,2024-01-04,workflow_executions,236.6,executions
CUST-162,2024-01-22,workflow_executions,5536.74,executions
CUST-136,2024-01-19,api_calls,63.62,calls
CUST-496,2024-01-15,api_calls,11767.65,calls
CUST-012,2024-01-26,active_users,257.73,users
CUST-478,2024-01-04,workflow_executions,102.89,executions
CUST-181,2024-01-05,api_calls,2089.4,calls
CUST-114,2024-01-14,active_users,350.55,users
CUST-040,2024-01-06,api_calls,54708.44,calls
CUST-090,2024-01-19,storage_used_gb,453.32,GB
CUST-287,2024-01-22,active_users,165.36,users
CUST-152,2024-01-16,workflow_executions,1545.46,executions
CUST-234,2024-01-24,workflow_executions,1405.83,executions
CUST-341,2024-01-08,storage_used_gb,208.97,GB
CUST-126,2024-01-19,storage_used_gb,401.78,GB
CUST-382,2024-01-14,workflow_executions,3840.04,executions
CUST-272,2024-01-03,storage_used_gb,119.72,GB
CUST-078,2024-01-09,storage_used_gb,240.28,GB
CUST-423,2024-01-14,api_calls,90023.58,calls
CUST-124,2024-01-15,workflow_executions,752.36,executions
CUST-333,2024-01-21,workflow_executions,7346.79,executions
CUST-355,2024-01-09,api_calls,17963.85,calls
CUST-060,2024-01-11,active_users,396.45,users
CUST-409,2024-01-25,storage_used_gb,70.76,GB
CUST-127,2024-01-26,api_calls,45172.9,calls
CUST-304,2024-01-30,storage_used_gb,392.47,GB
CUST-248,2024-01-14,api_calls,199855.32,calls
CUST-475,2024-01-13,active_users,303.72,users
CUST-230,2024-01-05,api_calls,29167.07,calls
CUST-499,2024-01-19,workflow_executions,708.2,executions
CUST-202,2024-01-05,workflow_executions,718.6,executions
CUST-478,2024-01-15,active_users,315.41,users
CUST-204,2024-01-14,active_users,624.51,users
CUST-187,2024-01-08,active_users,59.32,users
CUST-272,2024-01-31,api_calls,24063.29,calls
CUST-287,2024-01-11,active_users,192.03,users
CUST-299,2024-01-02,storage_used_gb,229.17,GB
CUST-325,2024-01-05,api_calls,11500.3,calls
CUST-403,2024-01-17,api_calls,5632.85,calls
CUST-434,2024-01-04,active_users,361.63,users
CUST-482,2024-01-11,active_users,77.93,users
CUST-247,2024-01-30,workflow_executions,723.57,executions
CUST-239,2024-01-28,active_users,17.41,users
CUST-011,2024-01-21,storage_used_gb,290.7,GB
CUST-369,2024-01-26,active_users,7.11,users
CUST-438,2024-01-22,api_calls,13429.11,calls
CUST-370,2024-01-16,storage_used_gb,81.94,GB
CUST-258,2024-01-30,active_users,86.7,users
CUST-088,2024-01-04,workflow_executions,1183.06,executions
CUST-156,2024-01-09,active_users,54.3,users
CUST-462,2024-01-30,storage_used_gb,68.96,GB
CUST-114,2024-01-05,storage_used_gb,324.33,GB
CUST-382,2024-01-29,storage_used_gb,351.34,GB
CUST-115,2024-01-18,api_calls,45020.34,calls
CUST-331,2024-01-18,workflow_executions,1041.03,executions
CUST-187,2024-01-27,workflow_executions,1410.7,executions
CUST-194,2024-01-22,workflow_executions,443.99,executions
CUST-302,2024-01-18,storage_used_gb,36.93,GB
CUST-182,2024-01-28,workflow_executions,334.95,executions
CUST-040,2024-01-15,storage_used_gb,277.79,GB
CUST-182,2024-01-06,api_calls,11725.07,calls
CUST-131,2024-01-24,api_calls,30361.3,calls
CUST-455,2024-01-04,storage_used_gb,190.76,GB
CUST-186,2024-01-13,storage_used_gb,68.0,GB
CUST-136,2024-01-11,active_users,199.64,users
CUST-018,2024-01-05,api_calls,24594.15,calls
CUST-266,2024-01-31,active_users,516.92,users
CUST-495,2024-01-08,api_calls,18993.43,calls
CUST-342,2024-01-18,api_calls,93830.5,calls
CUST-095,2024-01-30,workflow_executions,727.05,executions
CUST-446,2024-01-29,api_calls,21975.78,calls
CUST-101,2024-01-24,storage_used_gb,142.83,GB
CUST-115,2024-01-16,api_calls,18553.61,calls
CUST-336,2024-01-08,workflow_executions,14.34,executions
CUST-149,2024-01-01,active_users,351.22,users
CUST-450,2024-01-10,active_users,39.93,users
CUST-150,2024-01-08,storage_used_gb,123.72,GB
CUST-295,2024-01-13,active_users,460.43,users
CUST-165,2024-01-16,storage_used_gb,233.06,GB
CUST-383,2024-01-11,storage_used_gb,44.52,GB
CUST-478,2024-01-29,workflow_executions,164.94,executions
CUST-278,2024-01-02,workflow_executions,1609.37,executions
CUST-203,2024-01-08,workflow_executions,713.06,executions
CUST-066,2024-01-18,workflow_executions,318.59,executions
CUST-314,2024-01-19,storage_used_gb,975.84,GB
CUST-344,2024-01-11,workflow_executions,4155.28,executions
CUST-307,2024-01-05,active_users,5.73,users
CUST-399,2024-01-19,storage_used_gb,479.67,GB
CUST-228,2024-01-10,active_users,345.14,users
CUST-131,2024-01-18,storage_used_gb,463.69,GB
CUST-007,2024-01-01,active_users,330.09,users
CUST-203,2024-01-23,workflow_executions,597.78,executions
CUST-162,2024-01-26,workflow_executions,5345.24,executions
CUST-284,2024-01-11,storage_used_gb,60.17,GB
CUST-040,2024-01-21,active_users,826.68,users
CUST-162,2024-01-20,workflow_executions,1251.2,executions
CUST-159,2024-01-11,api_calls,3046.14,calls
CUST-500,2024-01-08,storage_used_gb,550.09,GB
CUST-345,2024-01-09,workflow_executions,25.52,executions
CUST-304,2024-01-03,api_calls,46052.91,calls
CUST-053,2024-01-29,active_users,1923.11,users
CUST-433,2024-01-30,storage_used_gb,378.61,GB
CUST-291,2024-01-18,active_users,427.94,users
CUST-413,2024-01-24,workflow_executions,383.54,executions
CUST-359,2024-01-08,api_calls,11825.79,calls
CUST-210,2024-01-07,storage_used_gb,385.25,GB
CUST-252,2024-01-03,api_calls,49766.17,calls
CUST-007,2024-01-31,storage_used_gb,147.3,GB
CUST-134,2024-01-29,active_users,228.69,users
CUST-262,2024-01-25,storage_used_gb,259.24,GB
CUST-427,2024-01-21,active_users,221.08,users
CUST-061,2024-01-11,workflow_executions,2631.23,executions
CUST-127,2024-01-16,api_calls,45347.83,calls
CUST-262,2024-01-24,active_users,33.57,users
CUST-471,2024-01-14,storage_used_gb,493.98,GB
CUST-077,2024-01-21,api_calls,3592.01,calls
CUST-262,2024-01-19,api_calls,16509.44,calls
CUST-268,2024-01-01,api_calls,20886.91,calls
CUST-044,2024-01-03,api_calls,505.63,calls
CUST-374,2024-01-02,storage_used_gb,164.75,GB
CUST-166,2024-01-17,storage_used_gb,11.69,GB
CUST-172,2024-01-01,api_calls,135915.52,calls
CUST-182,2024-01-22,api_calls,14571.49,calls
CUST-167,2024-01-09,workflow_executions,466.31,executions
CUST-210,2024-01-31,api_calls,17274.93,calls
CUST-319,2024-01-21,active_users,225.54,users
CUST-349,2024-01-28,api_calls,38319.06,calls
CUST-234,2024-01-23,storage_used_gb,955.47,GB
CUST-053,2024-01-09,workflow_executions,2101.89,executions
CUST-268,2024-01-25,api_calls,56838.64,calls
CUST-012,2024-01-03,storage_used_gb,23.92,GB
CUST-044,2024-01-16,api_calls,8542.18,calls
CUST-416,2024-01-20,storage_used_gb,470.15,GB
CUST-446,2024-01-09,active_users,30.19,users
CUST-064,2024-01-24,workflow_executions,217.76,executions
CUST-118,2024-01-11,workflow_executions,11.75,executions
CUST-331,2024-01-13,storage_used_gb,517.51,GB
CUST-438,2024-01-22,storage_used_gb,208.49,GB
CUST-058,2024-01-12,api_calls,23126.3,calls
CUST-467,2024-01-21,storage_used_gb,113.89,GB
CUST-262,2024-01-02,active_users,353.91,users
CUST-327,2024-01-15,workflow_executions,957.97,executions
CUST-224,2024-01-27,api_calls,14116.22,calls
CUST-294,2024-01-18,active_users,414.43,users
CUST-144,2024-01-29,workflow_executions,2685.91,executions
CUST-163,2024-01-01,api_calls,13199.62,calls
CUST-117,2024-01-01,storage_used_gb,107.54,GB
CUST-221,2024-01-25,storage_used_gb,320.89,GB
CUST-480,2024-01-29,active_users,84.61,users
CUST-365,2024-01-20,storage_used_gb,530.31,GB
CUST-373,2024-01-09,workflow_executions,64.71,executions
CUST-333,2024-01-14,api_calls,8546.43,calls
CUST-297,2024-01-16,storage_used_gb,615.0,GB
CUST-022,2024-01-08,storage_used_gb,45.06,GB
